Line Item,Quantity,Ref Des,Description,Manufacturer,Manufacturer Part Number,Distributor,Distributor Part Number
1,4,,Spacer 30mm,Wurth Elektronik,970300324,RS Components,184-2936
2,4,,Spacer 10mm,Wurth Elektronik,970100324,RS Components,184-2651
3,12,,M3 6mm screws,RS Pro,822-9098,RS Components,822-9098
4,4,,M3 8mm screws,RS Pro,281-186,RS Components,281-186
5,4,,Rubberfoot,,,,
